timestamp,position,tc_temp,internal_temp
865295,1477,1039.5,22.62
865404,1478,1037.0,22.62
865513,1479,1034.75,22.56
865622,1480,1034.5,22.56
865730,1481,1035.0,22.62
865839,1482,1033.0,22.62
865946,1483,1031.75,22.56
866055,1484,1027.75,22.62
866162,1485,1024.75,22.56
866270,1486,1025.0,22.56
866379,1487,1022.25,22.56
866487,1488,1022.75,22.56
866596,1489,1020.5,22.5
866704,1490,1019.25,22.56
866812,1491,1019.5,22.62
866920,1492,1015.0,22.56
867029,1493,1014.25,22.62
867137,1494,1008.75,22.62
867245,1495,1007.5,22.62
867354,1496,1002.75,22.56
867462,1497,1001.0,22.56
867571,1498,998.0,22.56
867679,1499,994.5,22.62
867787,1500,992.5,22.56
867896,1501,988.25,22.56
868004,1502,987.0,22.56
868112,1503,986.75,22.62
868222,1504,984.75,22.62
868331,1505,984.25,22.62
868439,1506,981.5,22.62
868546,1507,979.75,22.56
868655,1508,980.25,22.62
868763,1509,977.0,22.62
868871,1510,977.5,22.62
868979,1511,975.25,22.56
869088,1512,972.25,22.56
869196,1513,973.25,22.62
869305,1514,970.0,22.56
869413,1515,970.25,22.56
869522,1516,968.5,22.56
869630,1517,967.75,22.56
869738,1518,966.75,22.56
869845,1519,966.0,22.56
869954,1520,966.75,22.56
870063,1521,965.0,22.56
870171,1522,965.25,22.62
870280,1523,963.25,22.56
870388,1524,963.0,22.62
870496,1525,963.75,22.56
870604,1526,962.25,22.56
870712,1527,963.5,22.62
870821,1528,962.25,22.56
870929,1529,961.5,22.62
871037,1530,962.75,22.56
871145,1531,960.75,22.56
871253,1532,961.75,22.56
871361,1533,960.75,22.56
871469,1534,960.75,22.56
871577,1535,962.5,22.56
871686,1536,960.75,22.62
871797,1537,960.75,22.56
871905,1538,960.75,22.62
872012,1539,960.75,22.62
872121,1540,960.75,22.62
872229,1541,960.5,22.56
872338,1542,962.0,22.62
872447,1543,960.75,22.56
872555,1544,962.0,22.56
872663,1545,960.5,22.62
872772,1546,960.0,22.62
872880,1547,961.0,22.62
872988,1548,960.5,22.62
873096,1549,965.0,22.56
873206,1550,965.5,22.62
873314,1551,966.25,22.56
873423,1552,968.5,22.56
873531,1553,967.0,22.56
873639,1554,967.25,22.56
873748,1555,967.0,22.56
873857,1556,966.75,22.56
873965,1557,967.5,22.56
874074,1558,967.75,22.56
874182,1559,968.0,22.56
874290,1560,969.0,22.56
874398,1561,969.0,22.62
874507,1562,969.25,22.56
874615,1563,969.5,22.62
874724,1564,971.25,22.56
874832,1565,970.25,22.56
874940,1566,972.0,22.62
875048,1567,970.75,22.62
875156,1568,969.5,22.56
875264,1569,972.0,22.56
875372,1570,970.75,22.62
875482,1571,973.0,22.62
875590,1572,973.75,22.56
875698,1573,973.0,22.56
875808,1574,974.75,22.62
875916,1575,974.25,22.62
876025,1576,974.75,22.62
876133,1577,975.75,22.62
876242,1578,976.5,22.56
876350,1579,978.0,22.56
876458,1580,979.0,22.62
876566,1581,979.5,22.62
876675,1582,981.0,22.56
876783,1583,981.25,22.56
876892,1584,981.75,22.62
877000,1585,982.0,22.62
877110,1586,984.0,22.62
877218,1587,981.5,22.62
877327,1588,982.0,22.56
877435,1589,982.0,22.56
877543,1590,980.25,22.62
877652,1591,982.0,22.56
877761,1592,980.0,22.62
877868,1593,980.0,22.56
877977,1594,980.75,22.56
878087,1595,978.75,22.62
878196,1596,980.25,22.62
878304,1597,979.75,22.62
878412,1598,980.0,22.56
878520,1599,980.5,22.56
878629,1600,980.5,22.62
878737,1601,981.0,22.56
878845,1602,981.25,22.56
878953,1603,984.5,22.56
879061,1604,982.5,22.62
879169,1605,982.75,22.56
879278,1606,984.25,22.56
879386,1607,983.25,22.62
879494,1608,985.75,22.62
879603,1609,984.25,22.56
879711,1610,986.25,22.56
879819,1611,987.75,22.62
879929,1612,988.0,22.56
880037,1613,990.75,22.56
880146,1614,991.5,22.56
880254,1615,993.0,22.56
880363,1616,995.5,22.56
880472,1617,996.5,22.56
880581,1618,998.75,22.56
880690,1619,999.25,22.62
880801,1620,1000.5,22.56
880911,1621,1002.25,22.56
881020,1622,1003.0,22.62
881128,1623,1005.5,22.56
881236,1624,1006.25,22.56
881344,1625,1010.25,22.56
881453,1626,1007.25,22.56
881561,1627,1005.75,22.56
881670,1628,1005.25,22.56
881778,1629,1001.75,22.56
881886,1630,1002.75,22.56
881995,1631,1000.5,22.62
882103,1632,998.25,22.56
882211,1633,998.75,22.56
882320,1634,995.5,22.62
882428,1635,996.25,22.56
882537,1636,993.25,22.56
882645,1637,991.75,22.62
882753,1638,988.25,22.56
882862,1639,986.5,22.56
882972,1640,983.0,22.62
883081,1641,977.75,22.56
883190,1642,966.0,22.56
883300,1643,957.5,22.62
883409,1644,951.5,22.56
883517,1645,943.25,22.62
883625,1646,937.5,22.62
883733,1647,932.5,22.56
883842,1648,928.0,22.56
883954,1649,924.0,22.56
884061,1650,922.75,22.62
884171,1651,916.25,22.56
884279,1652,915.0,22.56
884387,1653,907.0,22.56
884495,1654,903.5,22.56
884603,1655,895.0,22.56
884711,1656,890.75,22.62
884820,1657,887.5,22.56
884928,1658,877.5,22.56
885036,1659,871.0,22.56
885145,1660,857.75,22.56
885253,1661,851.25,22.56
885362,1662,840.75,22.62
885471,1663,834.5,22.62
885579,1664,823.75,22.62
885686,1665,815.75,22.56
885794,1666,806.0,22.56
885903,1667,803.5,22.56
886011,1668,798.5,22.62
886119,1669,789.25,22.56
886228,1670,783.0,22.56
886336,1671,774.0,22.62
886446,1672,771.75,22.56
886555,1673,761.0,22.56
886663,1674,759.0,22.56
886772,1675,749.25,22.62
886881,1676,743.5,22.56
886990,1677,735.0,22.62
887099,1678,731.0,22.56
887207,1679,723.5,22.56
887315,1680,719.25,22.62
887424,1681,715.5,22.56
887532,1682,708.25,22.56
887640,1683,704.75,22.56
887748,1684,698.0,22.56
887856,1685,691.25,22.56
887964,1686,684.5,22.56
888073,1687,678.0,22.62
888181,1688,663.5,22.56
888290,1689,658.5,22.62
888398,1690,643.5,22.62
888506,1691,637.25,22.62
888615,1692,629.0,22.62
888723,1693,618.25,22.56
888831,1694,613.75,22.62
888940,1695,602.5,22.62
889050,1696,599.75,22.62
889159,1697,588.25,22.62
889267,1698,583.25,22.62
889375,1699,573.5,22.56
889484,1700,568.25,22.56
889592,1699,558.5,22.56
889700,1698,551.75,22.56
889809,1697,547.0,22.56
889917,1696,538.25,22.56
890025,1695,534.0,22.56
890133,1694,528.75,22.56
890241,1693,523.0,22.56
890350,1692,517.25,22.56
890459,1691,512.0,22.56
890567,1690,503.75,22.56
890676,1689,501.75,22.56
890784,1688,493.75,22.56
890892,1687,492.5,22.56
891001,1686,486.75,22.56
891110,1685,485.75,22.56
891219,1684,487.5,22.56
891327,1683,490.0,22.56
891436,1682,495.25,22.56
891545,1681,498.75,22.56
891655,1680,500.5,22.56
891763,1679,503.75,22.56
891870,1678,505.25,22.56
891979,1677,510.75,22.5
892087,1676,510.5,22.56
892195,1675,516.0,22.56
892304,1674,516.25,22.56
892412,1673,518.0,22.62
892520,1672,524.0,22.56
892628,1671,526.25,22.56
892737,1670,538.0,22.56
892845,1669,540.25,22.56
892953,1668,553.75,22.56
893062,1667,562.0,22.56
893171,1666,571.0,22.56
893279,1665,580.0,22.56
893387,1664,591.5,22.56
893500,1663,596.75,22.56
893608,1662,607.75,22.56
893716,1661,612.5,22.62
893824,1660,618.5,22.56
893932,1659,628.75,22.56
894041,1658,633.5,22.56
894151,1657,644.75,22.56
894259,1656,650.25,22.56
894367,1655,660.75,22.56
894475,1654,663.0,22.56
894583,1653,671.25,22.56
894691,1652,673.5,22.56
894799,1651,682.5,22.62
894907,1650,689.0,22.56
895016,1649,693.0,22.56
895125,1648,707.25,22.62
895234,1647,711.0,22.56
895343,1646,721.75,22.56
895452,1645,728.75,22.56
895560,1644,735.25,22.56
895669,1643,742.0,22.62
895779,1642,751.0,22.56
895887,1641,758.5,22.56
895995,1640,772.75,22.56
896103,1639,778.25,22.56
896211,1638,793.0,22.62
896320,1637,797.75,22.5
896429,1636,806.25,22.56
896537,1635,819.5,22.56
896645,1634,824.25,22.56
896753,1633,833.0,22.56
896862,1632,834.0,22.56
896971,1631,847.0,22.56
897079,1630,851.25,22.56
897190,1629,863.75,22.56
897298,1628,873.75,22.56
897407,1627,885.25,22.56
897515,1626,891.25,22.56
897623,1625,898.25,22.56
897732,1624,901.25,22.56
897841,1623,907.5,22.56
897949,1622,914.25,22.62
898057,1621,919.0,22.56
898170,1620,925.75,22.56
898278,1619,930.0,22.62
898386,1618,940.5,22.62
898495,1617,945.0,22.56
898604,1616,956.0,22.56
898714,1615,958.5,22.56
898822,1614,967.0,22.56
898929,1613,969.5,22.56
899037,1612,977.25,22.56
899145,1611,985.5,22.56
899253,1610,991.25,22.56
899361,1609,1005.75,22.56
899470,1608,1010.5,22.56
899579,1607,1017.5,22.56
899687,1606,1022.75,22.56
899796,1605,1027.0,22.56
899905,1604,1029.75,22.56
900013,1603,1032.75,22.56
900122,1602,1034.0,22.56
900230,1601,1036.75,22.56
900339,1600,1038.25,22.56
900447,1599,1039.25,22.56
900557,1598,1041.0,22.56
900666,1597,1041.75,22.62
900776,1596,1043.5,22.56
900884,1595,1043.75,22.56
900993,1594,1045.75,22.62
901101,1593,1044.25,22.56
901208,1592,1045.5,22.56
901316,1591,1046.25,22.56
901425,1590,1048.75,22.56
901534,1589,1052.25,22.56
901643,1588,1053.5,22.56
901751,1587,1055.75,22.56
901859,1586,1057.75,22.56
901967,1585,1058.75,22.56
902075,1584,1061.25,22.56
902183,1583,1061.5,22.56
902291,1582,1062.0,22.56
902399,1581,1063.5,22.56
902507,1580,1063.25,22.62
902616,1579,1063.5,22.56
902724,1578,1063.75,22.56
902833,1577,1065.5,22.56
902942,1576,1064.5,22.56
903050,1575,1065.25,22.56
903158,1574,1065.25,22.56
903267,1573,1063.75,22.56
903375,1572,1063.5,22.56
903483,1571,1060.75,22.56
903591,1570,1060.75,22.56
903700,1569,1060.0,22.56
903808,1568,1056.25,22.56
903917,1567,1056.5,22.56
904025,1566,1053.0,22.62
904134,1565,1052.0,22.56
904242,1564,1049.5,22.56
904350,1563,1048.25,22.56
904458,1562,1048.5,22.56
904567,1561,1045.75,22.56
904676,1560,1044.25,22.56
904784,1559,1042.5,22.56
904892,1558,1042.0,22.56
905000,1557,1041.0,22.56
905108,1556,1039.5,22.56
905216,1555,1038.0,22.56
905324,1554,1035.5,22.56
905432,1553,1035.75,22.56
905540,1552,1034.5,22.56
905648,1551,1033.0,22.62
905757,1550,1034.0,22.56
905865,1549,1031.5,22.56
905973,1548,1031.25,22.56
906081,1547,1031.75,22.56
906190,1546,1021.5,22.56
906299,1545,1019.75,22.62
906408,1544,1014.5,22.56
906516,1543,1013.25,22.56
906625,1542,1011.75,22.56
906733,1541,1010.75,22.56
906841,1540,1011.0,22.56
906949,1539,1008.0,22.56
907057,1538,1007.25,22.56
907165,1537,1005.75,22.56
907274,1536,1004.75,22.56
907383,1535,1004.25,22.56
907492,1534,1002.75,22.56
907600,1533,1002.75,22.56
907709,1532,999.25,22.56
907817,1531,997.75,22.56
907926,1530,997.5,22.56
